numero;sigle;libelle;groupe_disciplinaire;toutes_les_disciplines;discipline_principale;localisation;liste_tous_etablissements;laboratoires_rattaches;annee_de_creation;annee_accreditation;duree_accreditation;code_etablissement_support;etablissement_support;code_etablissements_coaccredites;etablissements_coaccredites;codes_etablissements_associes;etablissements_associes;liste_codes_tous_etablissements;disciplines_secondaires;identifiants_des_laboratoires;civilite_du_directeur;prenom_du_directeur;nom_du_directeur;telephone;mail;site_web;adresse_postale;code_postal;code_commune;libelle_commune;code_unite_urbaine;libelle_unite_urbaine;code_departement;libelle_departement;code_academie;libelle_academie;code_region;libelle_region;ville;coordonnees_geographiques;url_structures_de_recherche_actives;code_region_avant2016;libelle_region_avant2016
382;EESC;Economie, espaces, sociétés, civilisations;Sciences humaines et sociales;Sciences de la société;Sciences de la société;Île-de-France>Paris>Paris 13e  Arrondissement;"COMUE Université Sorbonne Paris Cité;Université Paris Diderot";"EA 2375;EA 337;UMR 7533;UMR 8586;UMR_D 245";2000;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;0751723R;Université Paris Diderot;;;"0755598C;0751723R";;"199713919X;199213067T;199712591D;199812914A;201420722T";Monsieur;Jean-Pierre;GUILHEMBET;01 57 27 71 94;ecoledoctorale.382@univ-paris-diderot.fr,natacha.zandronis@univ-paris-diderot.fr;http://ed382.ed.univ-paris-diderot.fr/;Université Paris Diderot UFR GHSS ED 392 Case courrier 7001, 5 rue Thomas Mann;75205;75113;Paris 13e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 13;48.8453838, 2.355887;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=382;R11;Île-de-France
388;;Chimie physique et chimie analytique de Paris Centre;Sciences exactes;Chimie;Chimie;Île-de-France>Paris>Paris  5e  Arrondissement;"Université Pierre et Marie Curie;Université Paris Diderot;COMUE Université Sorbonne Paris Cité;École nat. sup. du pétrole et des moteurs;École normale supérieure de Paris;COMUE Paris Sciences et Lettres";"EA 3492;UMR 7086;UMR 7174;UMR 7195;UMR 7203;UMR 7590;UMR 7591;UMR 7614;UMR 7615;UMR 7616;UMR 7636;UMR 7637;UMR 8233;UMR 8235;UMR 8640;UPR 9080";2000;2014;5.0;0751722P;Université Pierre et Marie Curie;"0751723R;0755598C;0920815L";"Université Paris Diderot;COMUE Université Sorbonne Paris Cité;École nat. sup. du pétrole et des moteurs";"0753455Y;0755575C";"École normale supérieure de Paris;COMUE Paris Sciences et Lettres";"0751722P;0751723R;0755598C;0920815L;0753455Y;0755575C";;"200114768C;200112474J;200918560P;200919238B;200919226N;199712636C;199712637D;199712659C;199712660D;199712661E;200512677M;200512678N;201420764N;200116968U;199812965F;200116929B";;;;01 44 27 32 07;secretariat-ed388@upmc.fr;http://www.ed388.upmc.fr;UPMC - ED388 Tour 32- 42 1ère étage - Porte 114 CC 63,  4 Place Jussieu;75252;75105;Paris  5e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 05;48.8471036, 2.357499;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=388;R11;Île-de-France
393;;Pierre Louis de santé publique : épidémiologie & sciences de l'information biomédicale;Sciences du vivant;Biologie, médecine,santé;Biologie, médecine,santé;Île-de-France>Paris>Paris  6e  Arrondissement;"Université Pierre et Marie Curie;Université Paris Diderot;COMUE Université Sorbonne Paris Cité;Université Paris Descartes";"EA 7334;UM 118;UMR 7586;UMR 7592;UMR 7623;UMR_D 216;UMR_S 872;UR 3";2000;2014;5.0;0751722P;Université Pierre et Marie Curie;"0751723R;0755598C";"Université Paris Diderot;COMUE Université Sorbonne Paris Cité";0751721N;Université Paris Descartes;"0751722P;0751723R;0755598C;0751721N";;"201420727Y;201420738K;199712632Y;199712638E;199712668M;201020824W;200716512X;200017709D";;;;01 44 27 24 35;ed393@upmc.fr;http://www.ed393.upmc.fr/;ED Pierre Louis de Sante publique ED 393  Esc.B,  15 rue de l'école de Médecine;75270;75106;Paris  6e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 06;48.8507498, 2.341221;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=393;R11;Île-de-France
400;;Savoirs scientifiques : épistémologie, histoire des sciences, didactique des disciplines;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes - Sciences du vivant;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris 13e  Arrondissement;"COMUE Université Sorbonne Paris Cité;Université Paris Diderot;Université Paris-Sud";"EA 1610;EA 3749;EA 4434;UMR 8504";2000;2014;5.0;0755598C;COMUE Université Sorbonne Paris Cité;0751723R;Université Paris Diderot;0911101C;Université Paris-Sud;"0755598C;0751723R;0911101C";;"199213525R;200315018R;200919200K;199812840V";Monsieur;Alain;KUZNIAK;01 57 27 65 24;sandrine.pelle@univ-paris-diderot.fr,alain.kuzniak@univ-paris-diderot.fr;http://www.univ-paris-diderot.fr/sc/site.php?bc=formations&np=FICHED?ND=5;Université Paris Diderot Paris 7 CFEED ED 400 M2 Didactique Bât. Grands Moulins Accès C pièce 179 Case 7078, 9-15 esplanade Pierre Vidal-Naquet;75205;75113;Paris 13e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8303058, 2.3813579;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=400;R11;Île-de-France
405;EM2P;Economie, Management, Mathématiques et Physique;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;"Sciences de la société;Mathématiques et leurs interactions";Sciences de la société;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;"COMUE Université Paris-Seine;École supérieure des sciences économiques et commerciales (ESSEC Business School)";"UMR 8088;UMR 8184;UMR 8568";2000;2015;5.0;0952199Z;COMUE Université Paris-Seine;0951214D;École supérieure des sciences économiques et commerciales (ESSEC Business School);;;"0952199Z;0951214D";Mathématiques et leurs interactions;"199816552E;200612831A;199812896F";Monsieur;Gabriel;DESGRANGES;01 34 25 67 44;edem2p@ml.u-cergy.fr;http://www.collegedoctoral.u-cergy.fr/;Université de Cergy-Pontoise_x000D_ Ecole doctorale EM2P Jardin Tropical - Bureau 108, 33 bd du Port;95011;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;CERGY-PONTOISE CEDEX;49.0387617, 2.0757163;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=405;R11;Île-de-France
409;EMMA;Énergie Mécanique et Matériaux;Sciences exactes;Sciences pour l'ingénieur;Sciences pour l'ingénieur;Lorraine>Nancy-Metz>Meurthe-et-Moselle>Nancy>Vandoeuvre-lès-Nancy;"Université de Lorraine;CentraleSupélec;École nationale d'ingénieurs de Metz";"EA 3096;EA 4362;EA 4423;UMR 7036;UMR 7198;UMR 7239;UMR 7563;UMR 7564";2000;2013;5.0;0542493S;Université de Lorraine;0912341A;CentraleSupélec;0570140T;École nationale d'ingénieurs de Metz;"0542493S;0912341A;0570140T";;"199914409W;200918438G;200919011E;200112437U;200918462H;201119725X;197612609P;199412610M";Monsieur;Denis;MAILLET;03 83 19 32 24;christine.sartori@inpl-nancy.fr;http://emma.univ-lorraine.fr/;Université de Lorraine Présidence Site de Brabois, 2 avenue de la forêt de Haye;54501;54547;Vandoeuvre-lès-Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;VANDOEUVRE-LÈS-NANCY CEDEX;48.651631, 6.1381872;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=409;R41;Lorraine
411;;École doctorale Fernand Braudel;Sciences humaines et sociales;Sciences humaines et humanités;Sciences humaines et humanités;Lorraine>Nancy-Metz>Moselle>Metz;Université de Lorraine;"EA 1105;EA 3476;EA 3478;EA 3943;EA 3944;EA 3945;EA 4360;UMR 7118";2000;2013;5.0;0542493S;Université de Lorraine;;;;;0542493S;;"201320867E;200114752K;200114754M;200515201F;200515202G;200515203H;200918432A;200112505T";Madame;Francoise;LARTILLOT;03 87 54 75 85;aude.meziani@univ-lorraine.fr;http://www.adum.fr/as/ed/page.pl?site=edFBraudel&page=accueil;Ecole Doctorale Fernand Braudel Université de Lorraine UFR Arts Lettres & Langues Ile du Saulcy CS 70328;57045;57463;Metz;UU57701;Metz;D057;Moselle;A12;Nancy-Metz;R44;Alsace - Champagne-Ardenne - Lorraine;METZ CEDEX 01;49.120343, 6.162798;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=411;R41;Lorraine
432;SMI;Sciences des métiers de l'ingénieur;Sciences exactes;"Sciences pour l'ingénieur;Mathématiques et leurs interactions;Chimie;Biologie, médecine,santé";Sciences pour l'ingénieur;Île-de-France>Paris>Paris 13e  Arrondissement;"Arts et Métiers ParisTech (ENSAM Paris);Conservatoire national des arts et métiers (CNAM);COMUE Paris Sciences et Lettres";"EA 1427;EA 2367;EA 2697;EA 3096;EA 3196;EA 3633;EA 3634;EA 3927;EA 4494;EA 4495;EA 4627;EA 4628;EA 7340;EA 7341;EA 7350;EA 92;UM 118;UM 78;UMR 1145;UMR 6306;UMR 7239;UMR 7296;UMR 8006;UMR 8029;UMR 8107";2000;2015;4.0;0753237L;Arts et Métiers ParisTech (ENSAM Paris);"0753471R;0755575C";"Conservatoire national des arts et métiers (CNAM);COMUE Paris Sciences et Lettres";;;"0753237L;0753471R;0755575C";"Mathématiques et leurs interactions;Chimie;Biologie, médecine,santé";"199213448G;199713913R;199814201Z;199914409W;199914495P;200214907Z;200214908A;200415186U;201019113L;201019116P;201119474Z;201119409D;201420693L;201521310C;201320885Z;199212995P;201420738K;200918531H;200919241E;200117265S;201119725X;201220329Z;200212682F;200212702C;200212764V";Madame;Anne;BOUTEVILLE;01 44 24 62 58;anne.bouteville@ensam.eu,doctorat@ensam.eu;http://edsmi@ensam.eu;Arts et Métiers ParisTech, bureau du doctorat,147 BD de l'Hôpital;75013;75113;Paris 13e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8343569, 2.3579455;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=432;R11;Île-de-France
433;;Concepts et Langages;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris  6e  Arrondissement;Université Paris-Sorbonne;"EA 1498;EA 206;EA 3552;EA 3559;EA 4509;UMR 7107;UMR 8061;UMR 8547;UMR 8598";2000;2014;5.0;0751720M;Université Paris-Sorbonne;;;;;0751720M;;"199213482U;199213049Y;200214827M;200214834V;201019031X;200112494F;200212727E;199812875H;199812926N";Monsieur;Jean-Baptiste;RAUZY;01 53 10 58 91;jean-baptiste.rauzy@paris-sorbonne.fr,claire.ryckmans@paris-sorbonne.fr;http://www.paris-sorbonne.fr/presentation-3246;Université Paris-Sorbonne Maison de la Recherche, 28 rue Serpente;75006;75106;Paris  6e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8523338, 2.3413046;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=433;R11;Île-de-France
458;SEVAB;Sciences Ecologiques, Vétérinaires, Agronomiques et Bioingénieries;Sciences du vivant;Sciences agronomiques et écologiques;Sciences agronomiques et écologiques;Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse;"Université de Toulouse 3 - Paul Sabatier;Institut national des sciences appliquées  de Toulouse (INSA);INP de Toulouse;École nationale de formation agronomique;École nationale vétérinaire de Toulouse;École d'ingénieurs de Purpan";"EA 4565;UMR 5174;UMR 5245;UMR 5502;UMR 5503;UMR 5546";2003;2011;5.0;0311384L;Université de Toulouse 3 - Paul Sabatier;"0310152X;0311381H";"Institut national des sciences appliquées  de Toulouse (INSA);INP de Toulouse";"0310143M;0310153Y;0310154Z";"École nationale de formation agronomique;École nationale vétérinaire de Toulouse;École d'ingénieurs de Purpan";"0311384L;0310152X;0311381H;0310143M;0310153Y;0310154Z";;"201119440M;200311846T;200711910V;199511946L;199511947M;199511988G";Monsieur;Claude;MARANGES;05 61 55 67 26;dominique.pantalacci@univ-tlse3.fr;http://www.sevab.ups-tlse.fr;UNIVERSITE PAUL SABATIER  Bât 4R1, 118 route de Narbonne;31062;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;TOULOUSE CEDEX 09;43.5631161, 1.4628385;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=458;R73;Midi-Pyrénées
465;EPS;Economie Panthéon sorbonne;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes;Sciences de la société;Sciences de la société;Île-de-France>Paris>Paris 13e  Arrondissement;"Université Paris 1 - Panthéon Sorbonne;École normale supérieure de Paris;École des ponts ParisTech - (ENPC Champs sur Marne);École des hautes études en sciences sociales (EHESS);COMUE Paris Sciences et Lettres;École nat. de la statistique et de l’admin. éco. (ENSAE ParisTech)";"EA 1445;EA 7337;UMR 8174;UMR 8545";2004;2014;5.0;0751717J;Université Paris 1 - Panthéon Sorbonne;"0753455Y;0753501Y;0753742K;0755575C";"École normale supérieure de Paris;École des ponts ParisTech - (ENPC Champs sur Marne);École des hautes études en sciences sociales (EHESS);COMUE Paris Sciences et Lettres";0921682D;École nat. de la statistique et de l’admin. éco. (ENSAE ParisTech);"0751717J;0753455Y;0753501Y;0753742K;0755575C;0921682D";;"199213454N;201420809M;200612823S;199812873F";Monsieur;Mouez;FODHA;01 44 07 82 15;fodha.mouez@univ-paris1.fr,edoeco@univ-paris1.fr;https://www.univ-paris1.fr/ecoles-doctorales/economie-ed-465/;ED Economie Panthéon sorbonne Maison des Sciences Economiques, 106-112 bd de l'Hôpital;75647;75113;Paris 13e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS CEDEX 13;48.8359438, 2.3592074;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=465;R11;Île-de-France
467;AA;Aéronautique-Astronautique;Pluridisciplinaire Sciences humaines et sociales - Sciences exactes - Sciences du vivant;"Sciences pour l'ingénieur;Mathématiques et leurs interactions;Sciences de la terre et de l'univers, espace;Biologie, médecine,santé;Sciences humaines et humanités;Sciences de la société;Sciences et technologies de l'information et de la communication";Sciences pour l'ingénieur;Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse;"Institut supérieur de l'aéronautique et de l'espace;Institut national des sciences appliquées  de Toulouse (INSA);INP de Toulouse;Université Toulouse 1 - Capitole;Université de Toulouse 2 - Le Mirail;Université de Toulouse 3 - Paul Sabatier;École nationale de l'aviation civile;École nationale d'ingénieurs de Tarbes;École nat. sup. des Mines d'Albi-Carmaux";"EA 1697;EA 3027;EA 3028;EA 4212;EA 785;EA 827;UMR 5085;UMR 5213;UMR 5219;UMR 5263;UMR 5502;UMR 5503;UMR 5505;UPR 8001;UPR 8011";2005;2011;5.0;0312760G;Institut supérieur de l'aéronautique et de l'espace;"0310152X;0311381H;0311382J;0311383K;0311384L";"Institut national des sciences appliquées  de Toulouse (INSA);INP de Toulouse;Université Toulouse 1 - Capitole;Université de Toulouse 2 - Le Mirail;Université de Toulouse 3 - Paul Sabatier";"0311256X;0650048Z;0811200P";"École nationale de l'aviation civile;École nationale d'ingénieurs de Tarbes;École nat. sup. des Mines d'Albi-Carmaux";"0312760G;0310152X;0311381H;0311382J;0311383K;0311384L;0311256X;0650048Z;0811200P";"Mathématiques et leurs interactions;Sciences de la terre et de l'univers, espace;Biologie, médecine,santé;Sciences humaines et humanités;Sciences de la société;Sciences et technologies de l'information et de la communication";"199313558X;199914342Y;199914343Z;200715451U;199113224T;199113245R;199911771D;200711882P;200711888W;200711926M;199511946L;199511947M;199511949P;199517454Y;199117683P";Monsieur;Yves;GOURINAT;05 61 33 80 67;Yves.Gourinat@isae.fr,terrier@univ-tlse2.fr,Maryse.Herbillon-Talairach@isae.fr;http://edaa.isae.fr/;ISAE Institut Supérieur de l'Aéronautique et de l'Espace Ecole doctorale AA BP 54032, 10 Avenue Edouard Belin;31055;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;TOULOUSE CEDEX 4;43.56662, 1.4751336;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=467;R73;Midi-Pyrénées
472;;École doctorale de l'EPHE;Pluridisciplinaire Sciences humaines et sociales - Sciences du vivant;Sciences humaines et humanités;Sciences humaines et humanités;Île-de-France>Paris>Paris 14e  Arrondissement;"École pratique des hautes études (EPHE);École normale supérieure de Paris;École nationale des Chartes;COMUE Paris Sciences et Lettres";"EA 3624;EA 4004;EA 4081;EA 4116;EA 4519;EA 4589;EA 7347;UMR 1333;UMR 5059;UMR 5175;UMR 5199;UMR 5202;UMR 5218;UMR 5235;UMR 5244;UMR 5263;UMR 5287;UMR 5805;UMR 7192;UMR 7207;UMR 7528;UMR 7564;UMR 7574;UMR 7597;UMR 7619;UMR 8066;UMR 8155;UMR 8167;UMR 8200;UMR 8210;UMR 8546;UMR 8582;UMR 8586;UMR 8596;UMR_A 754;UMR_S 710;UMR_S 846;UMR_S 862;UMR_S 872;USR 3278";2006;2014;5.0;0753486G;École pratique des hautes études (EPHE);"0753455Y;0753478Y;0755575C";"École normale supérieure de Paris;École nationale des Chartes;COMUE Paris Sciences et Lettres";;;"0753486G;0753455Y;0753478Y;0755575C";;"200214898P;200515259U;200615327N;200615360Z;201019120U;200217316T;199213009E;201119391J;199511750Y;200311847U;200411870P;200511872M;200711887V;200711902L;200711909U;200711926M;201119416L;199512085M;200712568K;200918558M;199712589B;199412610M;199712620K;199712643K;199712664H;200012730S;200612808A;200612819M;201019020K;201019112K;199812874G;199812910W;199812914A;199812924L;199517675N;200716389N;200716495D;200716504N;200716512X;201019121V";Monsieur;Vincent;GOOSSAERT;01 53 63 61 79;ecoledoctorale@ephe.sorbonne.fr;https://www.ephe.fr/recherche/ecole-doctorale.ephe.fr;EPHE Les Patios St-Jacques, 4-14 rue Ferrus;75014;75114;Paris 14e  Arrondissement;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;PARIS;48.8586789, 2.329353;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=472;R11;Île-de-France
475;MITT;Mathématiques, Informatique, Télécommunications de Toulouse;Sciences exactes;"Sciences et technologies de l'information et de la communication;Sciences pour l'ingénieur";Sciences et technologies de l'information et de la communication;Midi-Pyrénées>Toulouse>Haute-Garonne>Toulouse;"Université de Toulouse 3 - Paul Sabatier;Institut national des sciences appliquées  de Toulouse (INSA);INP de Toulouse;Université Toulouse 1 - Capitole;Université de Toulouse 2 - Le Mirail;Institut supérieur de l'aéronautique et de l'espace;École nationale de l'aviation civile";"EA 3028;EA 3689;UM 12;UM 27;UMR 5219;UMR 5277;UMR 5505;UPR 8001";2007;2011;5.0;0311384L;Université de Toulouse 3 - Paul Sabatier;"0310152X;0311381H;0311382J;0311383K;0312760G";"Institut national des sciences appliquées  de Toulouse (INSA);INP de Toulouse;Université Toulouse 1 - Capitole;Université de Toulouse 2 - Le Mirail;Institut supérieur de l'aéronautique et de l'espace";0311256X;École nationale de l'aviation civile;"0311384L;0310152X;0311381H;0311382J;0311383K;0312760G;0311256X";Sciences pour l'ingénieur;"199914343Z;200314961D;200317531X;200317641S;200711888W;201119477C;199511949P;199517454Y";Madame;Chantal;SOULE-DUPUY;05 61 55 74 81;edmitt@adm.ups-tlse.fr,chantal.soule-dupuy@irit.fr,mihai.maris@math.univ-toulouse.fr;http://www.edmitt.ups-tlse.fr;Université de Toulouse III - Paul Sabatier Bât 1R1 - RDC - Portes 5 et 7, 118 route de Narbonne;31062;31555;Toulouse;UU31701;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Languedoc-Roussillon - Midi-Pyrénées;TOULOUSE CEDEX 9;43.5631161, 1.4628385;http://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-structures-recherche-publiques-actives/table/?disjunctive.numero_national_de_structure&disjunctive.tutelles&disjunctive.comue&disjunctive.tag&refine.numero_d_ecole_doctorale=475;R73;Midi-Pyrénées
